id,offer_id,task_type,amount,content,url,thumbnail_url
4959,1662,recipe,0.25,"Whole Wheat Penne with Kale and Tossed Breadcrumbs Ingredients:

• 2 large bunches kale
• DeLallo Natural Coarse Sea Salt
• 1/4 cup DeLallo Extra Virgin Olive Oil, plus more for finishing
• 3 cloves garlic
• 1 cup DeLallo Traditional Breadcrumbs
• 1 (1-pound) package DeLallo Organic Whole-Wheat Penne Rigate
• 4 DeLallo Anchovy Fillets in oil, drained
• Pinch crushed red pepper flakes
• Freshly ground black pepper
• 1/4 cup DeLallo Grated Parmesan, plus more for serving

Step 1: Bring a large pot of salted water to a boil. Prepare kale by trimming stems, cleaning and cooking in boiling water for about 4 minutes, or until tender. Drain kale and allow kale to cool, then squeeze out to dry. Rough chop and set aside.

Step 2: In a saucepan, heat 2 tablespoons of olive oil on a medium setting. Add 1 clove of smashed garlic. Flavor oil with garlic, cooking for about 2 minutes until garlic begins to turn golden. Discard garlic. Add breadcrumbs and toast, stirring frequently, until golden brown, about 8 minutes. Transfer breadcrumbs to a separate dish.

Step 3: Bring a large pot of salted water to a boil for pasta. Cook pasta according to package instructions. Once al dente, drain, reserving 1/2 cup pasta water.

Step 4: In the meantime, using the same saucepan, warm 2 tablespoons of olive oil over medium-low heat. Add anchovies, red pepper flakes and 2 cloves of chopped garlic. While cooking, mash anchovies with a spoon until it dissolves into the oil, about 2 minutes. Add kale and cook until kale is warmed through, about 5 minutes. Salt and pepper to taste.

Step 5: Add hot pasta and 1/2 cup reserved pasta water, if necessary to loosen sauce. Stir to combine. Cook together for 2 minutes to marry flavors. Stir in the Parmesan cheese.

Step 6: Serve topped with toasted breadcrumbs. (Serves 4 to 6)

Source: http://www.delallo.com/recipes",http://product-images.ibotta.com/offer/T3yk3jRCnNW8Zdf9NsNDwA-normal.png,
4960,1662,social,0.25,"{ ""message"": """", ""description"": ""I love my DeLallo Whole Wheat Pasta! Pick up some DeLallo Whole Wheat Pasta at your local Whole Foods and earn money using Ibotta. Like DeLallo on Facebook: facebook.com/DeLalloFoods"", ""picture"": ""http://product-images.ibotta.com/offer/jWJgbxqyHJveQ-bJNqDDnw-normal.png"", ""link"": ""http://facebook.com/DeLalloFoods"", ""name"": ""DeLallo® Pasta"", ""caption"": ""facebook.com/DeLalloFoods"" }",http://product-images.ibotta.com/offer/jWJgbxqyHJveQ-bJNqDDnw-normal.png,http://product-images.ibotta.com/offer/jWJgbxqyHJveQ-bJNqDDnw-normal.png
4970,1668,fact,0.25,You can plant Little Duck Organics' Mighty Oats packaging and grow an assortment of veggies depending on what flavor you buy!,,
4971,1668,poll,0.25,What is your favorite flavor of Little Duck Organics Mighty Oats?,,
4972,1668,social,0.5,"{ ""message"": ""The most delicious organic kids snacks and cereals. Ever. 100% organic. No added sugar. No added preservatives. No added zombies."", ""description"": ""All babies want to do this summer is eat Little Duck Organics' Mighty Oats. We don't blame them!"", ""picture"": ""http://product-images.ibotta.com/offer/x-8qQ6KdkEB-dJfe08Q7rw-normal.png"", ""link"": ""http://facebook.com/LittleDuckOrganics"", ""name"": ""Little Duck Organics"", ""caption"": ""facebook.com/LittleDuckOrganics"" }",,
4983,1674,fact,0.25,"All Enjoy Life® Seed & Fruit Mixes are Gluten, Wheat, Dairy, Peanut, Tree Nut, Egg, Soy, Fish AND Shellfish FREE.",,
4985,1674,poll_multi,0.25,How are you most likely to eat Enjoy Life® Seed and Fruit Mix?,,
4986,1674,twitter,0.25,Mountain Mambo to an allergy-free tune as you snack! Earn money for buying @enjoylifefoods with @IbottaApp!,http://product-images.ibotta.com/offer/5cdJiTJasOrEjIKnfElt5w-normal.png,
4987,1675,fact,0.25,"Throughout history, the lentil has proven to be one of the best sources of plant-based protein.  Try Enjoy Life’s® lentil-based, better-for-you chip today!",,
4988,1675,poll,0.25,Why do you look for better-for-you snacks such as Plentils?,,
4989,1675,social,0.25,"{ ""message"": """", ""description"": ""Chips with Benefits? I’m eating freely by earning money for buying Enjoy Life® Plentils using Ibotta! Enjoy an allergy-friendly and gluten-free life on Facebook: FB.com/enjoylifefoods"", ""picture"": ""http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png"", ""link"": ""http://facebook.com/enjoylifefoods"", ""name"": ""Enjoy Life® Plentils"", ""caption"": ""facebook.com/enjoylifefoods"" }",http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png,http://product-images.ibotta.com/offer/vNmpIEhE54uWvHy7keUbTw-normal.png
4990,1677,fact,0.25,Enjoy Life® Foods Soft Baked Cookies are all allergy-friendly AND gluten-free.   A tasty treat for both kids and adults!,,
4991,1677,poll,0.25,"On average, how many Gluten Free products do you purchase per store visit?",,
4992,1677,testify,0.25,Tell us YOUR favorite Enjoy Life Foods product!,,
5139,1724,poll,0.5,What kind of toothbrush do you currently use?,,
5142,1724,twitter,0.75,Earn $2 buying the NEW #PowerUp from @Sonicare_US using @IbottaApp. A month of brush strokes in 1 day!,http://product-images.ibotta.com/offer/pK7gsMOTKPJ2d7tfP-SAHQ-normal.png,http://product-images.ibotta.com/offer/pK7gsMOTKPJ2d7tfP-SAHQ-normal.png
5143,1724,video,0.75,,http://static-77.ibotta.com/brands/philips/5000yrs_75_102812_final.mp4,http://product-images.ibotta.com/offer/pK7gsMOTKPJ2d7tfP-SAHQ-normal.png
5433,1820,poll,0.25,What do you love most about Healthy Choice® Baked Entrees?,,
5434,1820,twitter,0.25,Fresh baked taste from your microwave. Earn money for buying @healthy_choice using @IbottaApp!,http://product-images.ibotta.com/offer/cj_yZo-7-5y6SxprUceQQA-normal.png,
5439,1820,social,0.25,"{ ""message"": """", ""description"": ""Try Healthy Choice® Baked Entrees and get fresh-baked meals with an oven-baked taste! Microwaveable meals forcing you to sacrifice on taste? Not anymore!"", ""picture"": ""http://product-images.ibotta.com/offer/cj_yZo-7-5y6SxprUceQQA-normal.png"", ""link"": ""http://facebook.com/healthychoice"", ""name"": ""Healthy Choice® Baked Entrees"", ""caption"": ""facebook.com/healthychoice"" }",http://product-images.ibotta.com/offer/cj_yZo-7-5y6SxprUceQQA-normal.png,http://product-images.ibotta.com/offer/cj_yZo-7-5y6SxprUceQQA-normal.png
5436,1821,twitter,0.25,Fresh taste unlocked by steam. Earn money for buying @healthy_choice using @IbottaApp!,http://product-images.ibotta.com/offer/9Cy70KDQ85x6TspJ0pVtcw-normal.png,http://product-images.ibotta.com/offer/Qym61zU_VCvEA00gbVJbaw-normal.png
5438,1821,social,0.25,"{ ""message"": """", ""description"": ""Healthy Choice® 100% Natural and Steaming Entrees are now Café Steamers! Fresh taste unlocked by steam.                            Share your Healthy Choice® love on Facebook:                        FB.com/healthychoice"", ""picture"": ""http://product-images.ibotta.com/offer/9Cy70KDQ85x6TspJ0pVtcw-normal.png"", ""link"": ""http://facebook.com/healthychoice"", ""name"": ""100% Natural Café Steamers"", ""caption"": ""facebook.com/healthychoice"" }",http://product-images.ibotta.com/offer/9Cy70KDQ85x6TspJ0pVtcw-normal.png,http://product-images.ibotta.com/offer/9Cy70KDQ85x6TspJ0pVtcw-normal.png
5440,1821,fact,0.25,"Your favorite Healthy Choice 100% Natural Steaming Entrees are becoming Café Steamers! 

Five delicious, vegetarian meals feature our special tray-in-tray cooking method that separates the ingredients while cooking – so the vegetables are crisper and the pasta cooks al dente.",,
5650,1895,fact,0.25,Did you know that all Little Duck Organics products are certified organic and non-GMO project verified?,,
5651,1895,social,0.5,"{ ""message"": """", ""description"": ""Save $1.00 on Tiny Fruits. Right. Now. Don't miss out on this awesome chance to get these delicious, organic fruit snacks for less! Like Little Duck Organics on Facebook!           FB.com/LittleDuckOrganics"", ""picture"": ""http://product-images.ibotta.com/offer/-JAwDs62iJbDvYDb5ZITiw-normal.png"", ""link"": ""http://www.facebook.com/LittleDuckOrganics"", ""name"": ""Little Duck Organics"", ""caption"": ""http://www.facebook.com/LittleDuckOrganics"" }",http://product-images.ibotta.com/offer/-JAwDs62iJbDvYDb5ZITiw-normal.png,http://product-images.ibotta.com/offer/-JAwDs62iJbDvYDb5ZITiw-normal.png
5691,1895,testify,0.25,Which store do you purchase your Little Duck snacks from most frequently?,,
5722,1920,do_gooder,0.25,"By effectively combining 
Organic ingredients with 
uncompromising taste and regular giving to worthy causes, 
Peace Cereal® truly delivers 
Peace of Mind in Every Bite!

To learn more, visit:
peacecereal.com/giving-back",https://s3.amazonaws.com/ibotta-static-assets/brands/attune/DoGooder.png,https://s3.amazonaws.com/ibotta-static-assets/brands/attune/DoGooder.png
5723,1920,poll,0.25,When was the last time you purchased Peace Cereal®?,,
5727,1920,social,0.5,"{ ""message"": """", ""description"": ""Peace Cereal® has introduced 4 delicious, new flake and cluster cereals that are Non-GMO Verified and certified Organic. Peace of Mind in Every Bite! FB.com/PeaceCereal"", ""picture"": ""http://product-images.ibotta.com/offer/oq3cCAbBocK52uwaWPiv8g-normal.png"", ""link"": ""http://facebook.com/peacecereal"", ""name"": ""Peace Cereal®"", ""caption"": ""facebook.com/peacecereal"" }",http://product-images.ibotta.com/offer/oq3cCAbBocK52uwaWPiv8g-normal.png,http://product-images.ibotta.com/offer/oq3cCAbBocK52uwaWPiv8g-normal.png
5736,1925,quiz,0.25,Each serving of Willamette Valley Granola Chips provides:,,
5737,1925,fact,0.25,"Foods with whole grains, fiber and protein, but low in fat and sugar make excellent snacks.  

Willamette Valley Granola Chips deliver all those criteria with a delicious, crunchy snack for any time of the day!  ",,
5738,1925,social,0.5,"{ ""message"": ""Healthy, delicious, on-the-go granola snacks from the heart of the Willamette Valley in Oregon."", ""description"": ""Granola's Never Been So Good! Like Willamette Valley at  Facebook/WillametteValleyGranola"", ""picture"": ""http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png"", ""link"": ""http://facebook.com/facebook.com/willamettevalleygranola"", ""name"": ""Willamette Valley"", ""caption"": ""facebook.com/facebook.com/willamettevalleygranola"" }",http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png,http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png
5755,1932,video,0.5,,http://static-77.ibotta.com/brands/abbott/ANPB_LAPS1010_MomAndSonNewLabel_15_SD_NS.mp4,http://product-images.ibotta.com/offer/jS-nS7rnXrvYfFwU9KjWcA-normal.png
5932,1932,poll,0.5,Which ONE of these sources of information most influenced your purchase of PediaSure®?,,
5933,1932,social,1,"{ ""message"": """", ""description"": ""Each delicious shake provides 7g protein and 25 vitamins and minerals! In a variety of kid-approved flavors, PediaSure® is perfect for kids on the go...and on the grow!"", ""picture"": ""http://product-images.ibotta.com/offer/jS-nS7rnXrvYfFwU9KjWcA-normal.png"", ""link"": ""http://pediasure.com"", ""name"": ""PediaSure®"", ""caption"": ""www.pediasure.com"" }",http://product-images.ibotta.com/offer/jS-nS7rnXrvYfFwU9KjWcA-normal.png,http://product-images.ibotta.com/offer/jS-nS7rnXrvYfFwU9KjWcA-normal.png
5812,1955,quiz,0.25,Each serving of Willamette Valley Granola Chips provides:,,
5813,1955,fact,0.25,"Foods with whole grains, fiber and protein, but low in fat and sugar make excellent snacks.  

Willamette Valley Granola Chips deliver all those criteria with a delicious, crunchy snack for any time of the day!  ",,
5814,1955,social,0.5,"{ ""message"": ""Healthy, delicious, on-the-go granola snacks from the heart of the Willamette Valley in Oregon."", ""description"": ""Granola's Never Been So Good! Like Willamette Valley at  Facebook/WillametteValleyGranola"", ""picture"": ""http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png"", ""link"": ""http://facebook.com/facebook.com/willamettevalleygranola"", ""name"": ""Willamette Valley"", ""caption"": ""facebook.com/facebook.com/willamettevalleygranola"" }",http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png,http://product-images.ibotta.com/offer/pgu8Do4h9Ix5ZupyU-ss5w-normal.png
6017,2015,fact,0.25,"Did you know that you can find Campbell's® Dinner Sauces in the PASTA AISLE  at Walmart?
",http://static.ibotta.com/brands/campbells+soup/campbellsimageforFACT.png,
6018,2015,social,0.25,"{ ""message"": """", ""description"": ""Find Campbell's Slow Cooker and Skillet Sauces at Walmart in the NEW Cooking Sauce Section in the Pasta Aisle! Learn more at: FB.com/CampbellSauces #postingtosave"", ""picture"": ""http://product-images.ibotta.com/offer/RD4dRgwTxu7SdHAARFjgpw-normal.png"", ""link"": ""http://facebook.com/CampbellSauces"", ""name"": ""Campbell's Sauces"", ""caption"": ""facebook.com/CampbellSauces"" }

",http://product-images.ibotta.com/offer/RD4dRgwTxu7SdHAARFjgpw-normal.png,http://product-images.ibotta.com/offer/RD4dRgwTxu7SdHAARFjgpw-normal.png
6133,2015,video,0.25,,http://static-77.ibotta.com/brands/campbells%20soup/F130998_Slow%20Cooker_Koren%20BBQ_How%20To%20Video.mp4,http://product-images.ibotta.com/offer/RD4dRgwTxu7SdHAARFjgpw-normal.png
6149,2061,quiz,0.25,Seeing stressed out folks inspired WHO to start JUST CHILL®? Hint: Find the story on drinkjustchill.com,,
6153,2061,fact,0.25,"JUST CHILL® is your friend with benefits, helping you chill out with crisp flavors and naturally-powered ingredients.

The main active ingredient,
L-theanine, is a unique amino acid found in green tea, and has been clinically shown to help reduce stress and elevate mood without drowsiness. ",,
6160,2064,poll_multi,0.5,Why do you purchase Ian's® Gluten Free products?,,
6161,2064,do_gooder,0.5,"Ian's® continually makes donations to the leading support groups such as Kids with Food Allergies, the Food Allergy and Anaphylaxis Network (FAAN), Celiac Disease Foundation, Gluten Intolerance Group, Autism Speaks, and many more.

To learn more, visit: www.iansnaturalfoods.com
",https://s3.amazonaws.com/ibotta-static-assets/brands/ian%27s+natural/IansDoGooder.png,
6162,2064,fact,0.5,"Ian's® Fish Sticks are cut from whole fillets of MSC-certified sustainable Alaska Pollock, then lightly breaded with crunchy corn breading. Yum!",,
6163,2065,poll_multi,0.25,Why do you purchase Ian's® All Natural Organic products?,,
6164,2065,quiz,0.25,Ian's® Organic Chicken Nuggets are made with white meat chicken that is:,,
6165,2065,social,1,"{ ""message"": """", ""description"": ""Buy Ian's® high quality, all-natural and allergy-friendly foods and earn money using Ibotta! Check out Ian's® on Facebook: facebook.com/IansNaturalFoods"", ""picture"": ""http://product-images.ibotta.com/offer/UhFrPN9gxbSaQN9nR7cnJw-normal.png"", ""link"": ""http://facebook.com/IansNaturalFoods"", ""name"": ""Ian's® Natural"", ""caption"": ""facebook.com/IansNaturalFoods"" }",http://product-images.ibotta.com/offer/UhFrPN9gxbSaQN9nR7cnJw-normal.png,http://product-images.ibotta.com/offer/UhFrPN9gxbSaQN9nR7cnJw-normal.png
6220,2085,quiz,0.25,Seeing stressed out folks inspired WHO to start JUST CHILL®? Hint: Find the story on drinkjustchill.com,,
6221,2085,fact,0.25,"JUST CHILL® is your friend with benefits, helping you chill out with crisp flavors and naturally-powered ingredients.

The main active ingredient,
L-theanine, is a unique amino acid found in green tea, and has been clinically shown to help reduce stress and elevate mood without drowsiness. ",,
6255,2094,fact,0.25,"Did you know?

RUNA® Tea's Guayusa contains the same amount of the world’s most prized stimulant, caffeine, 
as one cup of coffee!",,
6256,2094,video,0.5,,http://static-77.ibotta.com/brands/runa/Runa%20-%20Intro%20Video.mp4,http://product-images.ibotta.com/offer/5nlC1GhIPnwgJAHBfqH7BQ-normal.png
6257,2094,social,0.25,"{ ""message"": """", ""description"": ""RUNA® Tea supports sustainable livelihoods in the Ecuadorian Amazon by bringing Guayusa tea to the US Market. Learn more, and support their efforts, at: FB.com/drinkruna"", ""picture"": ""http://product-images.ibotta.com/offer/5nlC1GhIPnwgJAHBfqH7BQ-normal.png"", ""link"": ""http://facebook.com/drinkruna"", ""name"": ""RUNA® Tea"", ""caption"": ""drinkruna"" }",http://product-images.ibotta.com/offer/5nlC1GhIPnwgJAHBfqH7BQ-normal.png,http://product-images.ibotta.com/offer/5nlC1GhIPnwgJAHBfqH7BQ-normal.png
6498,2170,do_gooder,0.25,“Bhakti” is Sanskrit for “devotion through social action” and charitable contributions are woven into the tapestry of our business. Bhakti Chai allocates a percentage of our annual revenue to organizations that empower women & children. Learn more: http://bit.ly/BhaktiSocialAction,https://s3.amazonaws.com/ibotta-static-assets/brands/bhakti+chai/Bhakti_LOGO-copy.png,https://s3.amazonaws.com/ibotta-static-assets/brands/bhakti+chai/Bhakti_LOGO-copy.png
6665,2170,how_to,0.25,"Complete this How To: Ask a King Soopers Team Member to show you where to find Bhakti Chai in the store. 

Hint: Bhakti Chai is located in the grab-and-go drink section or in the refrigerated beverage aisle.",,
6666,2170,social,0.5,"{ ""message"": """", ""description"": ""If you like spicy chai,                you must try Bhakti Chai!                  Full of #freshginger and                    #masala spices. Delicious!"", ""picture"": ""http://product-images.ibotta.com/offer/eJ3W0yT9RY5de1j_Tn3L2Q-normal.png"", ""link"": ""http://facebook.com/bhaktichaifans"", ""name"": ""Bhakti Chai"", ""caption"": ""facebook.com/bhaktichaifans"" }",http://product-images.ibotta.com/offer/eJ3W0yT9RY5de1j_Tn3L2Q-normal.png,http://product-images.ibotta.com/offer/eJ3W0yT9RY5de1j_Tn3L2Q-normal.png
6546,2185,poll,0.25,How many Pyrex® products do you currently have in your home?,,
6547,2185,quiz,0.25,The basic rules of Pyrex® Glass Bakeware Product Care are:,,
6548,2185,social,0.5,"{ ""message"": """", ""description"": ""Pyrex® is America's trusted glass brand. They’ve got you covered from food prep to storage and everything in between!"", ""picture"": ""http://product-images.ibotta.com/offer/Jg6zmt7mPHlcKXCYyvKGHw-normal.png"", ""link"": ""http://facebook.com/PyrexHome"", ""name"": ""Pyrex®"", ""caption"": ""facebook.com/PyrexHome"" }",http://product-images.ibotta.com/offer/cBaN2biq0GSbsUHM84ycGw-normal.png,http://product-images.ibotta.com/offer/cBaN2biq0GSbsUHM84ycGw-normal.png
6602,2204,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6603,2204,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
6621,2212,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6622,2212,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
6623,2213,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6624,2213,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
6625,2214,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6626,2214,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
6627,2215,social,0.25,"{ ""message"": """", ""description"": ""I'm excited to try DRY'®s less sweet sodas, made with just four all natural ingredients, including just a little bit of pure cane sugar."", ""picture"": ""http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png"", ""link"": ""http://facebook.com/DRYSoda"", ""name"": ""DRY® Soda"", ""caption"": ""facebook.com/DRYSoda"" }",http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png,http://product-images.ibotta.com/offer/MNRXg62xRJDiF29PT3Q-iQ-normal.png
6628,2215,fact,0.25,"Did you know that DRY® is 
less sweet soda and has a 
fraction of the sugar found 
in traditional sodas? 

Sweetened only with pure cane sugar, DRY®  has just 45 to 70 calories per 12 oz. can!",,
